,Name,Background,Left Arm,Right Arm,Eyes,Hat,Sleeves,Upper Body,Legs,Feet,Mouth,Bag,Nose,Outerwear,Shoe Gum,Fannypack,Neck,Suspenders,Ears,Overhead,Special
0,Invisible Friends #1283,Orange,Skateboard,Boombox,Black Glasses,,Long Sleeves,Grey Hoodie with Hood Up,White Shorts,Bleached Sand Sneakers,Bandana,,,,,,,,,,
0,Invisible Friends #1284,Blue,Scientist,Pocket,Sunglasses,,Long Sleeves,Purple Hoodie with Hood Up,Blue Sweatpants,Rocket Pop Sneakers,,,,,,,,,,,
0,Invisible Friends #1285,Orange,Umbrella,Coffee,,,Long Sleeves,Indigo Turtleneck,White Tracksuit Pants,Forest Moss Sneakers,,,,,,,,,Earrings,,
0,Invisible Friends #1286,Orange,Swinging,Swinging,Sunglasses,Tan Bucket Hat,Long Sleeves,Light Blue / Dark Blue Hoodie Jacket with Hood Up,Red Sweatpants,Summer Night Sneakers,,,,,,Cream Fannypack,,,,,
0,Invisible Friends #1287,Blue,Swinging,Metal Detector,Brown Glasses,White / Turquoise Backwards Cap,Long Sleeves,Purple Zipper Hoodie with Hood Down,Dark Blue Pants,Maroon Shoes,,,,,,,,,,,
0,Invisible Friends #1288,Blue,Boxing Glove,Pocket,Nose Glasses with White Hair,,Long Sleeves,Yellow Turtleneck,Green Sweatpants,Dark Blue Slippers,,,,,,,,,,,
0,Invisible Friends #1289,Blue,Stick Bag,Swinging,Black Nerd Glasses,,Long Sleeves,Purple Zipper Hoodie with Hood Down,Green Skirt,Bunny Slippers,,,,,,Yellow Fannypack,,,,,
0,Invisible Friends #1290,Purple,Juice,Swinging,Swirly Glasses,,Short Sleeves,Pink Tucked Shirt,Blue Pants,Blue Shoes,,,,,,,Scarf Bandana,,,,
0,Invisible Friends #1291,Pink,Boxing Glove,Swinging,Brown Glasses,Feather Cap,Long Sleeves,Red / White Varsity Jacket,Dark Blue Pants,Green Shoes,,,,,,,,,,,
0,Invisible Friends #1292,Blue,Swinging,Swinging,Black Glasses,,Long Sleeves,Pink Zipper Hoodie with Hood Down,Lavender Pants,Bubblegum Blue Sneakers,,,,,,Green Fannypack,,,,,
0,Invisible Friends #1293,Blue,Swinging,Swinging,White Glasses,,Long Sleeves,Light Blue Loose Shirt,White Skirt,Black Shoes,Toothpick,,,Black Belted Coat,,,,,,,
0,Invisible Friends #1294,Blue,Spray Can,Swinging,Black Nerd Glasses,,Long Sleeves,Cream Sweatshirt,White Sweatpants,Bubblegum Blue Sneakers,,,,,,,,,Bing Bong Stick,,
0,Invisible Friends #1295,Blue,Swinging,Swinging,White Glasses,Cowboy Hat,Long Sleeves,Blue Turtleneck,Green Pants,Maroon Shoes,,,Bandage,Black Belted Coat,,,,White Suspenders,,,
0,Invisible Friends #1296,Blue,Bomb,Pocket,White Nerd Glasses,,Long Sleeves,Grey Tucked Shirt with Pens,Tan Shorts,Green Shoes,,,,,Gum,,,,,,
0,Invisible Friends #1297,Orange,Fishing Pole,Swinging,Black Nerd Glasses,,Long Sleeves,White Loose Shirt,Red Tracksuit Pants,Bunny Slippers,Pipe,Tote,,White Death Robe,,,,,,,
0,Invisible Friends #1298,Blue,Swinging,Swinging,Googly Eyes,White / Turquoise Backwards Cap,Long Sleeves,Grey Zipper Hoodie with Hood Down,Dark Blue Shorts,Bunny Slippers,,,,,,,,,,,
0,Invisible Friends #1299,Pink,Bomb,Coffee,,,Long Sleeves,Blue Turtleneck,Green Sweatpants,Blue Shoes,Pipe,,,,,,,,Pencil,,
0,Invisible Friends #1300,Blue,Swinging,Swinging,White Nerd Glasses,Turquoise 5 Panel Cap,Long Sleeves,Blue / White Sweater Vest and Shirt,Tan Pants,Green Shoes,,Duffel Bag,Bandage,,,,,,,,
0,Invisible Friends #1301,Green,Paint Roller,Swinging,,Light Blue Beanie,Short Sleeves,White T-Shirt,Red Sweatpants,Maroon Shoes,,,,,,,,,,,
0,Invisible Friends #1302,Pink,Axe,Flashlight,Googly Eyes,,Long Sleeves,Purple Hoodie with Hood Up,White Sweatpants,White Shoes,Toothpick,Brown Backpack,,,,,,,,,
0,Invisible Friends #1303,Blue,Swinging,Dog,Eye Patch,,Long Sleeves,Dark Blue / Light Blue Puffer Jacket,Green Pants,Summer Day Sneakers,,,,,,,,,,,
0,Invisible Friends #1304,Blue,Boxing Glove,Book,White Glasses,,Long Sleeves,Purple Hoodie with Hood Up,White Sweatpants,Green Shoes,,,,,,,,,,,
0,Invisible Friends #1305,Pink,Swinging,Pocket,Black Glasses,,Long Sleeves,Cream Sweatshirt,White Tracksuit Pants,Light Blue Slippers,Pipe,,,,,,,,,,
0,Invisible Friends #1306,Blue,Swinging,Coffee,White Nerd Glasses,Blue Beanie,Long Sleeves,Grey Zipper Hoodie with Hood Down,Grey Sweatpants,Tan Boots,,,,,,,,,Earrings,,
0,Invisible Friends #1307,Blue,Duffel Bag,Basketball,Nerd Ghost Glasses,Tie,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,Green Pants,White Shoes,Pipe,,,,,,,,,,
0,Invisible Friends #1308,Blue,Shovel,Tennis Racket,White Glasses,,Long Sleeves,Blue Hoodie with Hood Up,Red Sweatpants,White Shoes,,Tote,Bandage,,,,,,,,
0,Invisible Friends #1309,Purple,Swinging,Laptop,,,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Lavender Pants,Maroon Shoes,,,,,,,,,,,
0,Invisible Friends #1310,Green,Axe,Metal Detector,Sunglasses,White Headband,Long Sleeves,Dark Blue / White Sweater Vest and Shirt,Lavender Pants,Summer Day Sneakers,,,,,,,,,,,
0,Invisible Friends #1311,Blue,Swinging,Basketball,Brown Glasses,,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Red Tracksuit Pants,Green Shoes,,,,,,,,,,,
0,Invisible Friends #1312,Blue,Swinging,Dog,White Glasses,Dark Blue Beanie,Long Sleeves,Black Hoodie with Hood Down,Blue Pants,Black Shoes,,,,,,Yellow Fannypack,,,,,
0,Invisible Friends #1313,Blue,Skateboard,Radioactive Bucket,Radioactive Glasses,,Long Sleeves,Grey Tucked Shirt,Lavender Pants,Maroon Shoes,Pipe,,,White Coat,,,Scarf,,,,
0,Invisible Friends #1314,Blue,Skateboard,Coffee,,Rain Hat,Long Sleeves,Blue Sweatshirt,Blue Tracksuit Pants,Summer Night Sneakers,Radioactive Pipe,,,,,,,,,Dizzy,
0,Invisible Friends #1315,Green,Swinging,Swinging,,Tan Bucket Hat,Long Sleeves,Black Hoodie with Hood Down,White Sweatpants,Forest Moss Sneakers,Bing Bong Stick,,,,,,,,,,
0,Invisible Friends #1316,Yellow,Swinging,Boombox,Black Nerd Glasses,White / Blue Backwards Cap,Short Sleeves,White T-Shirt,White Skirt,Maroon Shoes,,,,,,,,,Bing Bong Stick,,
0,Invisible Friends #1317,Yellow,Swinging,Book,Nerd Ghost Glasses,Feather Cap,Long Sleeves,Green / White V-Neck Sweater and Shirt,Tan Pants,Summer Night Sneakers,,,,,,,,,,,
0,Invisible Friends #1318,Purple,Swinging,Swinging,Boomer Glasses,,Long Sleeves,Blue / White Sweater and Shirt,Blue Sweatpants,Light Blue Slippers,,Grey Backpack with Balloons,,,Gum,,,,,,
0,Invisible Friends #1319,Blue,Swinging,Swinging,Sunglasses,,Long Sleeves,Grey Hoodie with Hood Up,Purple Sweatpants,Tan Boots,,Grey Backpack,,,,,,,,,
0,Invisible Friends #1320,Blue,Juice,Swinging,,Cream Beanie,Long Sleeves,Purple Hoodie with Hood Down,Red Sweatpants,White Shoes,Cigar,,,,,,,,Bing Bong Stick,,
0,Invisible Friends #1321,Green,Swinging,Book,Black Glasses,,Long Sleeves,Dark Blue / White Sweater and Shirt,Dark Blue Pants,Maroon Shoes,,,,,,,Scarf Bandana,,,,
0,Invisible Friends #1322,Yellow,Money Bag,Swinging,Nerd Ghost Glasses,,Long Sleeves,Green / White V-Neck Sweater and Shirt,White Sweatpants,White Shoes,,,,Red Coat,,,,,,,
0,Invisible Friends #1323,Blue,Umbrella,Swinging,Nose Glasses with White Hair,White Headband,Long Sleeves,Red / White Varsity Jacket,Grey Sweatpants,Ocean Blue Sneakers,,,,,,,,,,,
0,Invisible Friends #1324,Blue,Stick Bag,Cat,Sunglasses,Blue Bucket Hat,Short Sleeves,White Loose Shirt,Red Sweatpants,Bunny Slippers,,,,,,,,,,,
0,Invisible Friends #1325,Orange,Swinging,Swinging,Cool Glasses,,Long Sleeves,Light Blue / Dark Blue Hoodie Jacket with Hood Up,Green Sweatpants,Green Boots,Toothpick,,,,,,,,,,
0,Invisible Friends #1326,Blue,Boxing Glove,Book,,,Long Sleeves,Light Blue / Pink Tucked Shirt,Light Blue Shorts,Black Shoes,Bing Bong Stick,,,,,,,,,,
0,Invisible Friends #1327,Blue,Swinging,Pocket,,White / Blue Baseball Cap,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Purple Sweatpants,Summer Day Sneakers,,Grey Backpack with Balloons,,,,,,,,,
0,Invisible Friends #1328,Blue,Duffel Bag,Basketball,Cool Glasses,,Long Sleeves,Blue / Yellow Tracksuit Jacket,Red Tracksuit Pants,Rocket Pop Sneakers,Cigar,Brown Backpack with Balloons,,,,,,,,,
0,Invisible Friends #1329,Blue,Duffel Bag,Book,Black Glasses,,Long Sleeves,Black Hoodie with Hood Down,Blue Pants,Green Shoes,,,,,,,,,Pencil,,
0,Invisible Friends #1330,Orange,Swinging,Dog,White Glasses,,Long Sleeves,Yelow / Blue Hoodie Jacket with Hood Up,Lavender Pants,Light Blue Slippers,Toothpick,,,,,,,,,,
0,Invisible Friends #1331,Orange,Fishing Pole,Fast Food,Radioactive Glasses,,Long Sleeves,Dark Blue / White Sweater and Shirt,Light Blue Skirt,Summer Night Sneakers,Bing Bong Stick,,,Black Death Robe,,,,,,Halo,
0,Invisible Friends #1332,Blue,Spray Can,Pocket,,Cowboy Hat,Long Sleeves,Purple Zipper Hoodie with Hood Down,Pink Shorts,Yellow Boots,Straw,,,,Gum,,,,Pencil,,
0,Invisible Friends #1333,Blue,Swinging,Swinging,Black Nerd Glasses,Red Headband,Long Sleeves,Purple Zipper Hoodie with Hood Down,Tan Pants,Maroon Shoes,,,,,,,,,Pencil,,
0,Invisible Friends #1334,Blue,Money Bag,Fast Food,,White / Blue Backwards Cap,Long Sleeves,Grey Tucked Shirt,Pink Skirt,Blue Shoes,Toothpick,,,Red Coat,,,,,,,
0,Invisible Friends #1335,Purple,Juice,Basketball,Googly Eyes,Pink Pointy Beanie,Long Sleeves,Light Blue / Pink Tucked Shirt,Charcoal Pants,White Shoes,Toothpick,,,Black Belted Coat,Gum,,,,,,
0,Invisible Friends #1336,Green,Baseball Bat,Book,Black Nerd Glasses,Blue 5 Panel Cap,Short Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Blue Sweatpants,Blue Shoes,Radioactive Pipe,,,,,,,,,,
0,Invisible Friends #1337,Purple,Swinging,Tennis Racket,Eye Patch,,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Red Sweatpants,Ocean Blue Sneakers,Bandana,,,,,,,,,,
0,Invisible Friends #1338,Blue,Skateboard,Swinging,Sunglasses,White Baseball Cap,Long Sleeves,Pink Zipper Hoodie with Hood Down,Pink Shorts,Tan Boots,,,,,,,,,,,
0,Invisible Friends #1339,Green,Stick Bag,Dog,Googly Eyes,,Long Sleeves,Purple Zipper Hoodie with Hood Up,Green Pants,Green Shoes,,,,,,,,,,,
0,Invisible Friends #1340,Blue,Boxing Glove,Swinging,White Nerd Glasses,,Long Sleeves,Yellow Turtleneck,White Shorts,Bleached Sand Sneakers,,,,,,,Necklace,,,,
0,Invisible Friends #1341,Blue,Swinging,Swinging,Nerd Ghost Glasses,,Long Sleeves,Pink Zipper Hoodie with Hood Up,White Tracksuit Pants,Bubblegum Blue Sneakers,Bing Bong Stick,,,,,,,,,,
0,Invisible Friends #1342,Pink,Skull,Swinging,,White / Blue Baseball Cap,Long Sleeves,Grey / White V-Neck Sweater Vest and Shirt,White Sweatpants,Maroon Shoes,,,,,,,Scarf Bandana,,,,
0,Invisible Friends #1343,Blue,Swinging,Metal Detector,Googly Eyes,Rain Hat,Long Sleeves,Blue / White Sweater Vest and Shirt,Dark Blue Shorts,Bubblegum Blue Sneakers,,,,Red Coat,,,,,,,
0,Invisible Friends #1344,Blue,Paint Roller,Swinging,,Tan Bucket Hat,Long Sleeves,Green / White Varsity Jacket,Light Blue Skirt,Rocket Pop Sneakers,Pipe,Brown Backpack,,,,Yellow Fannypack,,,,,
0,Invisible Friends #1345,Orange,Swinging,Book,,White Headband,Long Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Charcoal Pants,White Shoes,Bandana,,,,,,,,,,
0,Invisible Friends #1346,Blue,Paint Roller,Swinging,Black Nerd Glasses,,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Dark Blue Pants,White Shoes,,,,,,,,,,,
0,Invisible Friends #1347,Blue,Boxing Glove,Swinging,Sunglasses,,Long Sleeves,Blue Zipper Hoodie with Hood Up,Grey Sweatpants,Brown Boots,,,,,Gum,,,,,,
0,Invisible Friends #1348,Blue,Skateboard,Swinging,,Tie,Long Sleeves with Stripes,Green / White / Blue Tracksuit Jacket,Green Pants,Bubblegum Blue Sneakers,Toothpick,Cream Chest Bag,,,,,,,,,
0,Invisible Friends #1349,Pink,Swinging,Rainbow Paint Bucket,Nerd Ghost Glasses,Cream Beanie,Long Sleeves,Blue / White Sweater and Shirt,White Sweatpants,Blue Shoes,Bing Bong Stick,,,,,,Scarf Bandana,,,,
0,Invisible Friends #1350,Blue,Juice,Fast Food,,Visor,Short Sleeves,Blue Tucked Shirt with Pens,Dark Blue Pants,Black Shoes,,,Bandage,,Gum,,,,Headset,Dizzy,
0,Invisible Friends #1351,Purple,Swinging,Magic Wand,Thief Mask,Yellow / Blue Pointy Beanie,Long Sleeves,Blue Sweatshirt,Lavender Pants,Brown Boots,,,,,,,,,,,
0,Invisible Friends #1352,Blue,Umbrella,Basketball,Brown Glasses,Yellow / Blue Pointy Beanie,Long Sleeves,Orange Puffer Jacket,Red Sweatpants,Cream Slippers,,Brown Backpack,Bandage,,,,,,,,
0,Invisible Friends #1353,Pink,Squirt Gun,Swinging,Sunglasses,,Long Sleeves,Dark Blue / White Sweater and Shirt,Dark Blue Shorts,Green Boots,,Grey Backpack with Slingshot,,,,,Scarf,,,,
0,Invisible Friends #1354,Blue,Juice,Swinging,Eye Patch,,Long Sleeves,Pink Hoodie with Hood Up,Dark Blue Pants,Tan Boots,Cigar,,,,,,,,,,
0,Invisible Friends #1355,Blue,Swinging,Swinging,,White Headband,Long Sleeves,Pink Hoodie with Hood Down,Light Blue Shorts,Maroon Shoes,Cigar,,,,Gum,,,,,,
0,Invisible Friends #1356,Green,Swinging,Laptop,,White / Light Blue Headband,Short Sleeves,White Loose Shirt,Lavender Pants,White Shoes,,,,,,,,,,,
0,Invisible Friends #1357,Blue,Scientist,Swinging,White Nerd Glasses,,Long Sleeves,Cream Turtleneck,Dark Blue Pants,Summer Night Sneakers,,,,,,,,White Suspenders,,,
0,Invisible Friends #1358,Blue,Swinging,Swinging,Eye Patch,,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Pink Skirt,Green Boots,,,,,,,,,,,
0,Invisible Friends #1359,Blue,Rocket Launcher,Pocket,Boomer Glasses,,Long Sleeves with Stripes,Red Tracksuit Jacket,Green Pants,Summer Day Sneakers,,,,Purple Cape,,,,,,,
0,Invisible Friends #1360,Orange,Swinging,Swinging,,White / Blue Backwards Cap,Long Sleeves,Grey Sweatshirt,Blue Tracksuit Pants,White Shoes,Toothpick,,,,Gum,,,,,,
0,Invisible Friends #1361,Blue,Swinging,Crocodile,White Nerd Glasses,,Long Sleeves,Purple Hoodie with Hood Up,Red Sweatpants,White Shoes,,Grey Backpack,,,,,,,,,
0,Invisible Friends #1362,Blue,Swinging,Coffee,White Nerd Glasses,,Long Sleeves,Blue Hoodie with Hood Down,Light Blue Skirt,Maroon Shoes,,,,,,,,,,,
0,Invisible Friends #1363,Green,Swinging,Swinging,White Nerd Glasses,,Long Sleeves with Stripes,Red Tracksuit Jacket,Purple Sweatpants,Ocean Blue Sneakers,Bandana,,,,,,,,,,
0,Invisible Friends #1364,Pink,Squirt Gun,Swinging,Black Nerd Glasses,,Short Sleeves,Blue / White Sweater Vest and Shirt,Blue Pants,Brown Boots,Bing Bong Stick,,,,,,,,,,
0,Invisible Friends #1365,Blue,Swinging,Swinging,White Nerd Glasses,,Long Sleeves,Blue Hoodie with Hood Up,Dark Blue Skirt,Cream Slippers,Bing Bong Stick,,,,Gum,,,,,,
0,Invisible Friends #1366,Blue,Swinging,Swinging,,Blue Beanie,Long Sleeves,Blue Turtleneck,White Sweatpants,Green Shoes,,Grey Backpack,,,,,,,,,
0,Invisible Friends #1367,Blue,Swinging,Swinging,Sunglasses,Rainbow Paint Bucket,Long Sleeves,Green / White V-Neck Sweater and Shirt,White Skirt,Summer Night Sneakers,Straw,,,,,,Scarf Bandana,,,,
0,Invisible Friends #1368,Orange,Bomb,Coffee,Boomer Glasses,,Long Sleeves,Black / Yellow Varsity Jacket,Lavender Pants,Rocket Pop Sneakers,Bing Bong Stick,,,,,,,,Earrings,,
0,Invisible Friends #1369,Blue,Swinging,Swinging,White Nerd Glasses,,Long Sleeves,Blue Zipper Hoodie with Hood Down,Dark Blue Shorts,Tan Boots,,,,,,,,,,,
0,Invisible Friends #1370,Blue,Swinging,Swinging,Sunglasses,,Long Sleeves,Tan / Green / White Puffer Vest,Lavender Pants,Tan Boots,,,,,,,,,,,
0,Invisible Friends #1371,Blue,Paint Roller,Laptop,Nose Glasses with White Hair,Cowboy Hat,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,Tan Skirt,Blue Shoes,,,,,,,,,,,
0,Invisible Friends #1372,Blue,Scientist,Pocket,Sunglasses,,Long Sleeves,Grey Zipper Hoodie with Hood Up,Blue Sweatpants,Maroon Shoes,Bing Bong Stick,,,,,,,,,,
0,Invisible Friends #1373,Pink,Scientist,Laptop,Black Nerd Glasses,White / Red Backwards Cap,Long Sleeves,Blue Zipper Hoodie with Hood Down,White Shorts,Pink Slippers,,,,,,,,,Pencil,,
0,Invisible Friends #1374,Orange,Axe,Pocket,,Big Hat,Long Sleeves,Blue / White Sweater Vest and Shirt,Blue Sweatpants,Light Blue Slippers,,,,,,,,,,,
0,Invisible Friends #1375,Blue,Swinging,Basketball,Black Nerd Glasses,Pink Pointy Beanie,Long Sleeves,Blue Turtleneck,Red Sweatpants,Green Boots,,,,,,,,,,,
0,Invisible Friends #1376,Blue,Swinging,Fast Food,White Nerd Glasses,,Long Sleeves,Blue Zipper Hoodie with Hood Down,Tan Pants,Yellow Boots,Straw,,,,,,,,,,
0,Invisible Friends #1377,Purple,Swinging,Swinging,White Nerd Glasses,,Long Sleeves,Orange Puffer Jacket,Blue Pants,Bubblegum Blue Sneakers,,Brown Backpack,,,,,,,,,
0,Invisible Friends #1378,Blue,Swinging,Swinging,Nerd Ghost Glasses,Light Blue Beanie,Short Sleeves,Grey Tucked Shirt with Pens,Lavender Pants,Summer Day Sneakers,Straw,Brown Backpack,,,,,,,,,
0,Invisible Friends #1379,Blue,Stick Bag,Fast Food,Pointy Glasses,,Long Sleeves,Black Turtleneck,Dark Blue Pants,Maroon Shoes,,,,,,,,White Suspenders,Bing Bong Stick,,
0,Invisible Friends #1380,Blue,Swinging,Swinging,White Glasses,Cream Beanie,Long Sleeves,Green Turtleneck,Dark Blue Shorts,Summer Night Sneakers,,,,,,,,,,,
0,Invisible Friends #1381,Purple,Swinging,Pocket,Black Glasses,White Headband,Long Sleeves,Blue Tracksuit Jacket,Tan Pants,Red Shoes,,,,,Gum,,,,,,
0,Invisible Friends #1382,Yellow,Swinging,Swinging,Nose Glasses with Black Hair,Yellow / Blue Pointy Beanie,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Blue Sweatpants,Blue Shoes,,Grey Backpack with Balloons,,,,,,,,,
0,Invisible Friends #1383,Blue,Swinging,Metal Detector,Brown Glasses,,Long Sleeves,Blue Zipper Hoodie with Hood Down,Charcoal Pants,Maroon Shoes,,,,,,,,,,,
0,Invisible Friends #1384,Blue,Axe,Fast Food,,Light Blue Beanie,Long Sleeves,Red / White Varsity Jacket,Tan Pants,Bubblegum Blue Sneakers,,,,,,,,,,,
0,Invisible Friends #1385,Pink,Money Bag,Swinging,Sunglasses,,Short Sleeves,Grey Tucked Shirt with Pens,Blue Sweatpants,Ice Grey Sneakers,,,,,,,,,Pencil,,
0,Invisible Friends #1386,Purple,Swinging,Swinging,Brown Glasses,,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,White Sweatpants,Bubblegum Blue Sneakers,,,Bandage,,,,,,Pencil,,
0,Invisible Friends #1387,Blue,Skateboard,Boombox,,,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,White Sweatpants,Dark Blue Slippers,,Brown Backpack with Slingshot,,,,,,,,,
0,Invisible Friends #1388,Blue,Scientist,Fast Food,Pointy Glasses,,Long Sleeves,Black Hoodie with Hood Down,White Shorts,Black Shoes,Toothpick,,Pink Sunscreen,,,,,,Pencil,,
0,Invisible Friends #1389,Blue,Swinging,Swinging,,Light Blue Beanie,Long Sleeves,Blue / White Sweater and Shirt,Purple Sweatpants,Green Shoes,Pipe,,Bandage,,,,,,,,
0,Invisible Friends #1390,Orange,Axe,Swinging,,Tie,Long Sleeves,Dark Blue / White Sweater Vest and Shirt,Green Pants,Summer Day Sneakers,,,,,,,,,,,
0,Invisible Friends #1391,Blue,Swinging,Swinging,Brown Glasses,,Long Sleeves,Red Tracksuit Jacket,Tan Pants,Blue Shoes,,,,,,,,,,Dizzy,
0,Invisible Friends #1392,Blue,Swinging,Magic Wand,Black Glasses,Red Headband,Long Sleeves,Purple Zipper Hoodie with Hood Down,Blue Tracksuit Pants,Green Boots,Bandana,,,,,,,,,,
0,Invisible Friends #1393,Blue,Swinging,Swinging,Brown Glasses,White Baseball Cap,Short Sleeves,White Loose Shirt with Pens,Green Pants,Summer Day Sneakers,Bing Bong Stick,,,,,,,,Pencil,,
0,Invisible Friends #1394,Purple,Swinging,Swinging,White Nerd Glasses,,Long Sleeves,Blue / White Varsity Jacket,Green Tracksuit Pants,Red Shoes,,,,,,Yellow Fannypack,,,,,
0,Invisible Friends #1395,Blue,Skateboard,Swinging,Eye Patch,Light Blue Beanie,Long Sleeves,Black Hoodie with Hood Down,Blue Pants,Ice Grey Sneakers,,,,,,,,,,,
0,Invisible Friends #1396,Blue,Swinging,Swinging,Black Glasses,,Long Sleeves,Dark Blue / White Sweater and Shirt,White Sweatpants,Summer Night Sneakers,Toothpick,,,,,,,,Pencil,,
0,Invisible Friends #1397,Blue,Swinging,Coffee,White Glasses,White / Blue Baseball Cap,Long Sleeves,Purple Hoodie with Hood Down,Green Sweatpants,Green Boots,Cigar,,,,,,,,,,
0,Invisible Friends #1398,Blue,Stick Bag,Dog,Black Nerd Glasses,Rain Hat,Short Sleeves,Black T-Shirt,White Sweatpants,Dark Blue Slippers,,,,,,,Scarf Bandana,,,,
0,Invisible Friends #1399,Green,Swinging,Swinging,White Nerd Glasses,Turquoise 5 Panel Cap,Long Sleeves,Purple Zipper Hoodie with Hood Down,Red Sweatpants,White Shoes,Radioactive Pipe,,,,,,,,,,
0,Invisible Friends #1400,Orange,Paint Roller,Swinging,,,Long Sleeves,Black Turtleneck,Grey Sweatpants,White Shoes,Pipe,,,,,,,,,,
0,Invisible Friends #1401,Purple,Swinging,Swinging,,,Long Sleeves,Blue Hoodie with Hood Up,Purple Tracksuit Pants,Dark Blue Slippers,Toothpick,,,,,,,,,,
0,Invisible Friends #1402,Blue,Bomb,Swinging,Nose Glasses with White Hair,,Short Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Lavender Pants,Blue Shoes,,,,,,,,,Pencil,,
0,Invisible Friends #1403,Blue,Boxing Glove,Rainbow Paint Bucket,White Nerd Glasses,Blue 5 Panel Cap,Short Sleeves,Grey Tucked Shirt with Pens,Green Pants,Brown Boots,,,,,,,,,,,
0,Invisible Friends #1404,Yellow,Skateboard,Swinging,Nose Glasses with Black Hair,,Long Sleeves,Pink Hoodie with Hood Up,Blue Tracksuit Pants,Tan Boots,,,Bandage,,,,,,,,
0,Invisible Friends #1405,Pink,Swinging,Laptop,Pointy Glasses,Cowboy Hat,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Red Tracksuit Pants,Red Shoes,Cigar,,,,,,,,,,
0,Invisible Friends #1406,Pink,Swinging,Swinging,,Blue 5 Panel Cap,Long Sleeves,Yelow / Blue Hoodie Jacket with Hood Up,Red Tracksuit Pants,Bunny Slippers,,,,,,Green Fannypack,,,,,
0,Invisible Friends #1407,Blue,Swinging,Pocket,,Propeller Cap,Long Sleeves,Grey Zipper Hoodie with Hood Down,Green Shorts,Black Shoes,,,,,,,,,,,
0,Invisible Friends #1408,Blue,Swinging,Dog,Black Nerd Glasses,Blue Beanie,Long Sleeves,White Loose Shirt with Pens,Lavender Pants,Dark Blue Slippers,Bubblegum,,,,,,,Rainbow Suspenders,,,
0,Invisible Friends #1409,Purple,Boxing Glove,Cat,Nerd Ghost Glasses,Yellow / Blue Pointy Beanie,Long Sleeves with Stripes,Green / White / Blue Tracksuit Jacket,White Sweatpants,Tan Boots,,,,,,,,,,,
0,Invisible Friends #1410,Orange,Juice,Swinging,White Nerd Glasses,White / Turquoise Backwards Cap,Long Sleeves,Yellow / Blue Hoodie Jacket with Hood Down,Light Blue Shorts,Bleached Sand Sneakers,,,,,,,,,,,
0,Invisible Friends #1411,Purple,Baseball Bat,Swinging,Nerd Ghost Glasses,White / Blue Baseball Cap,Long Sleeves,Blue / White Sweater Vest and Shirt,Dark Blue Skirt,Green Shoes,,Grey Backpack,,,,Green Fannypack,,,,,
0,Invisible Friends #1412,Green,Swinging,Swinging,Nose Glasses with White Hair,,Long Sleeves,Cream Sweatshirt,Dark Blue Skirt,Dark Blue Slippers,,,,Black Belted Coat,,,,,,,
0,Invisible Friends #1413,Blue,Baseball Bat,Basketball,White Glasses,,Long Sleeves,Dark Blue / White Sweater and Shirt,Tan Pants,Maroon Shoes,,,,,,Yellow Fannypack,,,,,
